Processo                 ; Crime            ; Cidade                  ; Vara                                            ; Juiz                                           ; Pena_Base            ; Pena_Definitiva                                  ; anos_b; meses_b; dias_b; anos_d; meses_d; dias_d
1500958-73.2020.8.26.0530; Furto Qualificado; Ribeirão Preto          ; 3ª Vara Criminal                                ; Guacy Sibille Leite                            ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500969-30.2020.8.26.0457; Furto Qualificado; Pirassununga            ; 3ªª Vara                                        ; Rafael Pinheiro Guarisco                       ; 2 ano 6 mês 0 dia    ; 2 ano 11 mês 0 dia                           ;      2;       6;      0;      2;      11;      0
1500987-57.2022.8.26.0594; Furto Qualificado; Bauru                   ; 3ª Vara Criminal                                ; Cláudio Augusto Saad Abujamra                  ; 2 ano 4 mês 0 dia    ; 2 ano 8 mês 20 dia                           ;      2;       4;      0;      2;       8;     20
1501000-84.2022.8.26.0617; Furto Qualificado; Sã£o José dos Campos    ; 5ªª Vara Criminal                               ; MARISE TERRA PINTO BOURGOGNE DE ALMEIDA        ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1501022-93.2022.8.26.0019; Furto Qualificado; Americana               ; 2ªª Vara Criminal                               ; EUGENIO AUGUSTO CLEMENTI JUNIOR                ; 2 ano, 4 mês e 24 dia; 1 ano, 9 mês e 28 dia                        ;      2;       4;     24;      1;       9;     28
1501046-40.2022.8.26.0628; Furto Qualificado; Itapecerica da Serra    ; 3ªª Vara                                        ; BRUNO CORTINA CAMPOPIANO                       ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1501050-61.2022.8.26.0019; Furto Qualificado; Americana               ; 1ªª Vara Criminal                               ; EUGENIO AUGUSTO CLEMENTI JUNIOR                ; 2 ano 8 mês 0 dia    ; 3 ano 1 mês 10 dia                           ;      2;       8;      0;      3;       1;     10
1501110-55.2022.8.26.0594; Furto Qualificado; Lenã§ã³is Paulista      ; 2ªª Vara                                        ; Mario Ramos dos Santos                         ; 2 ano 0 mês 0 dia    ; 1 ano 2 mês 0 dia                            ;      2;       0;      0;      1;       2;      0
1501119-92.2021.8.26.0063; Furto Qualificado; Barra Bonita            ; 1ª Vara                                         ; GUILHERME BECKER ATHERINO                      ; 2 ano 8 mês 0 dia    ; 2 ano 2 mês 20 dia                           ;      2;       8;      0;      2;       2;     20
1501133-70.2022.8.26.0571; Furto Qualificado; Itapetininga            ; 1ªª Vara Criminal                               ; ANDRE LUIS BASTOS                              ; 2 ano 4 mês 0 dia    ; 1 ano 0 mês 0 dia                            ;      2;       4;      0;      1;       0;      0
1501147-96.2021.8.26.0536; Furto Qualificado; Santos                  ; 6ª Vara Criminal                                ; Silvana Amneris Rôlo Pereira Borges            ; 2 ano 0 mês 0 dia    ; 2 ano 4 mês 0 dia                            ;      2;       0;      0;      2;       4;      0
1501164-21.2022.8.26.0594; Furto Qualificado; Agudos                  ; 2ªª Vara Judicial                               ; BEATRIZ TAVARES CAMARGO                        ; 2 ano 4 mês 0 dia    ; 1 ano 2 mês 0 dia                            ;      2;       4;      0;      1;       2;      0
1501195-59.2021.8.26.0567; Furto Qualificado; Votorantim              ; Vara Criminal                                   ; Barbara Syuffi Montes                          ; 3 ano 0 mês 0 dia    ; 1 ano 1 mês 6 dia                            ;      3;       0;      0;      1;       1;      6
1501226-75.2021.8.26.0536; Furto Qualificado; Guarujá                 ; 1ª Vara Criminal                                ; Denise Gomes Bezerra Mota                      ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1501252-93.2021.8.26.0594; Furto Qualificado; Bauru                   ; 1ª Vara Criminal                                ; Érica Marcelina Cruz                           ; 3 ano 0 mês 0 dia    ; 6 ano 4 mês 6 dia                            ;      3;       0;      0;      6;       4;      6
1501282-31.2021.8.26.0594; Furto Qualificado; Bauru                   ; 1ª Vara Criminal                                ; Érica Marcelina Cruz                           ; 2ano8meses0dia       ; 4ano3meses6dias                              ;      2;       8;      0;      4;       3;      6
1501299-18.2022.8.26.0599; Furto Qualificado; Piracicaba              ; 3ªª Vara Criminal                               ; Rodrigo Pares Andreucci                        ; 1 ano 3 mês 0 dia    ; 1 ano 8 mês 25 dia                           ;      1;       3;      0;      1;       8;     25
1501313-31.2021.8.26.0536; Furto Qualificado; Santos                  ; 2ª Vara Criminal                                ; Luciana Castello Chafick Miguel                ; 2 ano 4 mês 0 dia    ; 2 ano 4 mês 0 dia                            ;      2;       4;      0;      2;       4;      0
1501341-50.2022.8.26.0540; Furto Qualificado; Mauá                    ; 2ªª Vara Criminal                               ; Paulo Antonio Canali Campanella                ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
1501359-75.2022.8.26.0571; Furto Qualificado; Tatuí                   ; 1ª Vara Criminal                                ; Mariana Teixeira Salviano da Rocha             ; 2 ano 4 mês 0 dia    ; 3 ano 2 mês 3 dia                            ;      2;       4;      0;      3;       2;      3
1501386-94.2022.8.26.0559; Furto Qualificado; Sã£o José do Rio Preto  ; 5ªª Vara Criminal                               ; Gláucia Véspoli dos Santos Ramos de Oliveira   ; 2 ano 0 mês 0 dia    ; 1 ano 0 mês 0 dia                            ;      2;       0;      0;      1;       0;      0
1501422-56.2022.8.26.0618; Furto Qualificado; Taubaté                 ; 2ª Vara Criminal                                ; Fernanda Teixeira Salviano da Rocha            ; 2 ano 4 mês 0 dia    ; 3 ano 4 mês 9 dia                            ;      2;       4;      0;      3;       4;      9
1501444-33.2022.8.26.0548; Furto Qualificado; Campinas                ; 6ª Vara Criminal                                ; JOSE GUILHERME DI RIENZO MARREY                ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
1501474-10.2022.8.26.0535; Furto Qualificado; Guarulhos               ; 3ªª Vara Criminal                               ; Patrã­cia Padilha                              ; 2 ano 0 mês 0 dia    ; 1 ano 0 mês 0 dia                            ;      2;       0;      0;      1;       0;      0
1501517-28.2019.8.26.0542; Furto Qualificado; Osasco                  ; 1ªª Vara Criminal                               ; Gisele de Castro Catapano                      ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1501537-89.2018.8.26.0530; Furto Qualificado; Jardinópolis            ; 1ª Vara                                         ; Mariana Tonoli Angeli                          ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
1501573-42.2019.8.26.0322; Furto Qualificado; Lins                    ; 1ª Vara Criminal                                ; Jane Carrasco Alves Floriano                   ; 2 ano 4 mês 24 dia   ; 3 ano 2 mês 12 dia                           ;      2;       4;     24;      3;       2;     12
1501588-19.2022.8.26.0544; Furto Qualificado; Jundiaã­ / SP           ; 2ªª Vara Criminal                               ; Clovis Elias Thamê                             ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1501632-27.2021.8.26.0559; Furto Qualificado; Sã£o José do Rio Preto  ; 3ªª Vara Criminal                               ; Carolina Marchiori Bueno Cocenzo               ; 2 ano 8 mês 0 dia    ; 4 ano 1 mês 23 dia                           ;      2;       8;      0;      4;       1;     23
1501642-82.2020.8.26.0599; Furto Qualificado; Piracicaba              ; 2ªª Vara Criminal                               ; Flavia de Cassia Gonzales de Oliveira          ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1501664-64.2022.8.26.0537; Furto Qualificado; Diadema                 ; 1ªª Vara Criminal                               ; KLEBER LELES DE SOUZA                          ; 2 ano 4 mês 24 dia   ; 1 ano 10 mês 12 dia                          ;      2;       4;     24;      1;      10;     12
1501705-37.2022.8.26.0535; Furto Qualificado; Guarulhos               ; 5ªª Vara Criminal                               ; PRISCILA DEVECHI FERRAZ MAIA                   ; 1 ano 2 meses 0 dia  ; 1 ano 0 mês 13 dia                           ;      1;       2;      0;      1;       0;     13
1501747-24.2021.8.26.0567; Furto Qualificado; Piedade                 ; 1ªª Vara                                        ; RENATA MOREIRA DUTRA COSTA                     ; 2 ano 4 mês 0 dia    ; 2 ano 8 mês 20 dia                           ;      2;       4;      0;      2;       8;     20
1501766-76.2021.8.26.0196; Furto Qualificado; Franca                  ; 1ªª Vara Criminal                               ; Luciano Franchi Lemes                          ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
1501804-03.2022.8.26.0407; Furto Qualificado; Osvaldo Cruz            ; 1ª Vara                                         ; LUCAS RICARDO GUIMARãES                        ; 1 ano 4 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      1;       4;      0;      2;       0;      0
1501829-68.2022.8.26.0616; Furto Qualificado; Suzano                  ; 2ªª Vara Criminal                               ; LUIZ FELLIPPE DE SOUZA MARINO                  ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
1501851-34.2020.8.26.0540; Furto Qualificado; Sã£o Caetano do Sul     ; 2ªª Vara Criminal e de Crimes contra a Vida     ; Pedro Corrêa Liao                              ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1501888-56.2022.8.26.0228; Furto Qualificado; SãO PAULO               ; 3ªª Vara Criminal                               ; Cecilia Pinheiro da Fonseca                    ; 2 ano 4 mês 0 dia    ; 2 ano 8 mês 20 dia                           ;      2;       4;      0;      2;       8;     20
1501937-43.2022.8.26.0537; Furto Qualificado; Sã£o Bernardo do Campo  ; 5ªª Vara Criminal                               ; Daniela de Carvalho Duarte                     ; 1 ano 2 mês 0 dia    ; 1 ano 0 mês 13 dia                           ;      1;       2;      0;      1;       0;     13
1501978-16.2021.8.26.0320; Furto Qualificado; Limeira                 ; 2ªª Vara Criminal                               ; Ricardo Truite Alves                           ; 2 ano 0 mês 0 dia    ; 0 ano 8 mês 0 dia                            ;      2;       0;      0;      0;       8;      0
1502006-33.2021.8.26.0530; Furto Qualificado; Ribeirão Preto          ; 3ª Vara Criminal                                ; Guacy Sibille Leite                            ; 3 ano 4 mês 0 dia    ; 2 ano 2 mês 20 dia                           ;      3;       4;      0;      2;       2;     20
1502045-09.2020.8.26.0322; Furto Qualificado; Lins                    ; 1ª Vara Criminal                                ; Jane Carrasco Alves Floriano                   ; N/A                  ; 2 ano 8 mês 0 dia                            ;      0;       0;      0;      2;       8;      0
1502095-23.2020.8.26.0132; Furto Qualificado; Catanduva               ; 1ªª Vara Criminal                               ; Antonio Carlos Pinheiro de Freitas             ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1502113-43.2022.8.26.0530; Furto Qualificado; Ribeirão Preto          ; 3ª Vara Criminal                                ; Vanessa Aparecida Pereira Barbosa              ; 2 ano 4 mês 0 dia    ; 1 ano 6 mês 20 dia                           ;      2;       4;      0;      1;       6;     20
1502140-93.2022.8.26.0540; Furto Qualificado; Santo André             ; 1ªª Vara Criminal                               ; Maria Sã­lvia Gabrielloni Feichtenberger       ; 2 ano 0 mês 0 dia    ; 1 ano 4 mês 0 dia                            ;      2;       0;      0;      1;       4;      0
1502158-80.2022.8.26.0228; Furto Qualificado; SãO PAULO               ; 4ª Vara Criminal                                ; MARIA PRISCILLA ERNANDES VEIGA OLIVEIRA        ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1502220-91.2020.8.26.0616; Furto Qualificado; Itaquaquecetuba         ; 2ªª Vara Criminal                               ; Sérgio Cedano                                  ; N/A                  ; 2 ano, 8 mês, 0 dia, 8 mês, 0 dia            ;      0;       0;      0;      2;       8;      0
1502243-53.2021.8.26.0567; Furto Qualificado; Pilar do Sul            ; Vara Única                                      ; DAIANE VALIATI BALLOTTIN RONSANI               ; 4 ano 9 mês 0 dia    ; 3 ano 2 mês 0 dia                            ;      4;       9;      0;      3;       2;      0
1502301-96.2022.8.26.0510; Furto Qualificado; Rio Claro               ; 3ªª Vara Criminal                               ; SERGIO LAZZARESCHI DE MESQUITA                 ; 2 ano 8 mês 0 dia    ; 2 ano 8 mês 0 dia                            ;      2;       8;      0;      2;       8;      0
1502331-53.2022.8.26.0536; Furto Qualificado; Santos                  ; 6ªª Vara Criminal                               ; Silvana Amneris Rã´lo Pereira Borges           ; 1 ano 2 mês 0 dia    ; 1 ano 6 mês 20 dia                           ;      1;       2;      0;      1;       6;     20
1502381-82.2021.8.26.0320; Furto Qualificado; Limeira                 ; 1ªª Vara Criminal                               ; Ricardo Truite Alves                           ; 2 ano 4 mês 0 dia    ; 2 ano 4 mês 0 dia                            ;      2;       4;      0;      2;       4;      0
1502415-18.2022.8.26.0548; Furto Qualificado; Campinas                ; 2ªª Vara Criminal                               ; Abelardo de Azevedo Silveira                   ; 2 ano 4 mês 0 dia    ; 2 ano 4 mês 0 dia                            ;      2;       4;      0;      2;       4;      0
1502450-22.2021.8.26.0577; Furto Qualificado; Sã£o José dos Campos    ; 4ªª Vara Criminal                               ; CARLOS GUTEMBERG DE SANTIS CUNHA               ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
