Processo                 ; Crime            ; Cidade                  ; Vara                                            ; Juiz                                           ; Pena_Base            ; Pena_Definitiva                                  ; anos_b; meses_b; dias_b; anos_d; meses_d; dias_d
1500189-27.2020.8.26.0575; Furto Qualificado; Sã£o José do Rio Pardo  ; 2ªª Vara                                        ; Marcelo Luiz Leano                             ; 2 ano 0 mês 0 dia    ; 4 ano 3 mês 10 dia                           ;      2;       0;      0;      4;       3;     10
1500195-35.2022.8.26.0552; Furto Qualificado; Leme                    ; Vara Criminal                                   ; LUCAS SEMAAN CAMPOS EZEQUIEL                   ; N/A                  ; 2 ano, 10 mês e 16 dia                       ;      0;       0;      0;      2;      10;     16
1500208-81.2022.8.26.0019; Furto Qualificado; Americana               ; 2ªª Vara Criminal                               ; EUGENIO AUGUSTO CLEMENTI JUNIOR                ; 1 ano 2 mês 12 dia   ; 1 ano 7 mês 6 dia                            ;      1;       2;     12;      1;       7;      6
1500216-95.2021.8.26.0600; Furto Qualificado; Lins                    ; 1ªª Vara Criminal                               ; Jane Carrasco Alves Floriano                   ; 1 ano 0 mês 0 dia    ; 0 ano 10 mês 20 dia                          ;      1;       0;      0;      0;      10;     20
1500235-65.2022.8.26.0633; Furto Qualificado; Peruã­be                ; 2ªª Vara                                        ; Danielle Camara Takahashi Cosentino Grandinetti; 2 ano 0 mês 0 dia    ; 1 ano 6 mês 20 dia                           ;      2;       0;      0;      1;       6;     20
1500242-62.2018.8.26.0030; Furto Qualificado; Apiaí                   ; Vara Única                                      ; BRUNA MENDES FERREIRA                          ; 2 ano 0 mês 0 dia    ; 2 ano 8 mês 0 dia                            ;      2;       0;      0;      2;       8;      0
1500281-79.2022.8.26.0560; Furto Qualificado; Cardoso                 ; Vara Única                                      ; Helen Komatsu                                  ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500285-84.2022.8.26.0603; Furto Qualificado; Araã§atuba              ; 1ªª Vara Criminal                               ; Marcel Peres Rodrigues                         ; 3 ano 0 mês 0 dia    ; 2 ano 6 mês 0 dia                            ;      3;       0;      0;      2;       6;      0
1500291-12.2020.8.26.0070; Furto Qualificado; Batatais                ; Vara Criminal                                   ; Adriana Aparecida de Carvalho Pedroso          ; 2 ano 8 mês 0 dia    ; 3 ano 1 mês 10 dia                           ;      2;       8;      0;      3;       1;     10
1500303-71.2019.8.26.0616; Furto Qualificado; Mogi das Cruzes         ; 1ªª Vara Criminal                               ; VIVIAN NOVARETTI HUMES                         ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500319-63.2022.8.26.0246; Furto Qualificado; Ilha Solteira           ; 2ªª Vara                                        ; Joã£o Luis Monteiro Piassi                     ; N/A                  ; 0 ano, 10 mês e 15 dia                       ;      0;       0;      0;      0;      10;     15
1500329-56.2021.8.26.0533; Furto Qualificado; Santa Bárbara dOeste    ; 2ªª Vara Criminal                               ; Lucas Borges Dias                              ; N/A                  ; 1 ano, 9 meses e 0 dia                       ;      0;       0;      0;      1;       9;      0
1500338-35.2022.8.26.0322; Furto Qualificado; Lins                    ; 1ªª Vara Criminal                               ; Jane Carrasco Alves Floriano                   ; 2 ano 8 mês 0 dia    ; 2 ano 26 mês 0 dia                           ;      2;       8;      0;      2;      26;      0
1500345-20.2022.8.26.0583; Furto Qualificado; Presidente Prudente     ; 3ª Vara Criminal                                ; Alessandro Correa Leite                        ; 4 ano 3 mês 0 dia    ; 1 ano 7 mês 25 dia                           ;      4;       3;      0;      1;       7;     25
1500352-21.2022.8.26.0483; Furto Qualificado; Presidente Venceslau    ; 2ªª Vara                                        ; Viviane Cristina Parizotto Ferreira            ; 1 ano 0 mês 0 dia    ; 1 ano 0 mês 0 dia                            ;      1;       0;      0;      1;       0;      0
1500362-76.2021.8.26.0038; Furto Qualificado; Araras                  ; Vara Criminal                                   ; Rafael Pavan de Moraes Filgueira               ; N/A                  ; 2 ano, 7 mês e 3 dia                         ;      0;       0;      0;      2;       7;      3
1500369-35.2020.8.26.0416; Furto Qualificado; Panorama                ; 2ªª Vara Judicial                               ; Aline Sugahara Bertaco                         ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500373-25.2022.8.26.0312; Furto Qualificado; Juquiá                  ; Vara Única                                      ; CARLOS GUILHERME ROMA FELICIANO                ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500378-63.2022.8.26.0630; Furto Qualificado; Hortolândia             ; 2ª Vara Criminal da Comarca de Hortolândia      ; CHRISTIANO RODRIGO GOMES DE FREITAS            ; 2 ano 4 mês 0 dia    ; 2 ano 4 mês 0 dia                            ;      2;       4;      0;      2;       4;      0
1500390-20.2020.8.26.0025; Furto Qualificado; Angatuba                ; Vara Única                                      ; CAROLINE COSTA DE CAMARGO                      ; 2 ano 4 mês 0 dia    ; 4 ano 8 mês 0 dia                            ;      2;       4;      0;      4;       8;      0
1500408-87.2020.8.26.0042; Furto Qualificado; Altinã³polis            ; Vara ãnica                                      ; ALEKSANDER CORONADO BRAIDO DA SILVA            ; 1 ano 0 mês 0 dia    ; 1 ano 2 mês 0 dia                            ;      1;       0;      0;      1;       2;      0
1500415-54.2022.8.26.0545; Furto Qualificado; Braganã§a Paulista      ; 1ªª Vara Criminal                               ; Nicole de Almeida Campos Leite Colombini       ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
1500426-70.2021.8.26.0302; Furto Qualificado; Jaú                     ; 1ª Vara Criminal                                ; PEDRO SIQUEIRA DE PRETTO                       ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
1500441-79.2022.8.26.0536; Furto Qualificado; Praia Grande            ; 1ªª Vara Criminal                               ; Vinicius de Toledo Piza Peluso                 ; 2 ano 0 mês 0 dia    ; 1 ano 9 mês 10 dia                           ;      2;       0;      0;      1;       9;     10
1500266-41.2020.8.26.0541; Furto Qualificado; Santa Fé do Sul         ; 2ªª Vara                                        ; MARCOS HIDEAKI SATO                            ; N/A                  ; 3 ano 0 mês 0 dia                            ;      0;       0;      0;      3;       0;      0
1500139-86.2022.8.26.0621; Furto Qualificado; Cruzeiro                ; Vara Criminal                                   ; Claudionor Antonio Contri Junior               ; N/A                  ; 2 ano 4 mês 0 dia                            ;      0;       0;      0;      2;       4;      0
1500225-24.2021.8.26.0611; Furto Qualificado; Sã£o Joaquim da Barra   ; 2ªª Vara                                        ; Renê José Abrahã£o Strang                      ; 1 ano 0 mês 0 dia    ; 1 ano 0 mês 0 dia                            ;      1;       0;      0;      1;       0;      0
1500453-27.2021.8.26.0537; Furto Qualificado; Sã£o Bernardo do Campo  ; 3ªª Vara Criminal                               ; Edegar de Sousa Castro                         ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500465-25.2022.8.26.0628; Furto Qualificado; Taboã£o da Serra        ; 1ªª Vara Criminal da Comarca de Taboã£o da Serra; Gustavo de Azevedo Marchi                      ; 2 ano 4 mês 0 dia    ; 1 ano 4 mês 0 dia                            ;      2;       4;      0;      1;       4;      0
1500473-16.2020.8.26.0549; Furto Qualificado; Santa Rosa de Viterbo   ; Vara Única                                      ; Alexandre Cesar Ribeiro                        ; 2 ano 6 mês 0 dia    ; 2 ano 5 mês 5 dia                            ;      2;       6;      0;      2;       5;      5
1500482-67.2021.8.26.0120; Furto Qualificado; Cã¢ndido Mota           ; 1ªª Vara                                        ; BRUNO CãSAR GIOVANINI GARCIA                   ; 1 ano 0 mês 0 dia    ; 1 ano 4 mês 0 dia                            ;      1;       0;      0;      1;       4;      0
1500503-30.2019.8.26.0244; Furto Qualificado; Iguape                  ; 1ª Vara                                         ; BRUNO GONÇALVES MAURO TERRA                    ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500521-46.2021.8.26.0126; Furto Qualificado; Caraguatatuba           ; Vara Criminal                                   ; JULIO DA SILVA BRANCHINI                       ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500567-29.2021.8.26.0322; Furto Qualificado; Lins                    ; 2ªª Vara Criminal                               ; Fábio Renato Mazzo Reis                        ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500544-75.2022.8.26.0281; Furto Qualificado; Itatiba                 ; Vara Criminal                                   ; Ezaú Messias dos Santos                        ; 2 ano 6 mês 0 dia    ; 2 ano 6 mês 0 dia                            ;      2;       6;      0;      2;       6;      0
1500580-79.2022.8.26.0326; Furto Qualificado; Lucélia                 ; 2ªª Vara                                        ; Andre Gustavo Livonesi                         ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500587-72.2020.8.26.0510; Furto Qualificado; Rio Claro               ; 2ªª Vara Criminal                               ; CAIO CESAR GINEZ ALMEIDA BUENO                 ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500610-88.2018.8.26.0283; Furto Qualificado; Itirapina               ; Vara Única                                      ; Leonardo Christiano Melo                       ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500630-26.2020.8.26.0569; Furto Qualificado; Indaiatuba              ; 1ªª Vara Criminal                               ; JOSE EDUARDO DA COSTA                          ; 2 ano 0 mês 0 dia    ; 2 ano 8 mês 20 dia                           ;      2;       0;      0;      2;       8;     20
1500638-27.2022.8.26.0603; Furto Qualificado; Penápolis               ; 3ª Vara                                         ; DANIEL LUCIO DA SILVA PORTO                    ; 1 ano 4 mês 0 dia    ; 2 ano 0 mês 26 dia                           ;      1;       4;      0;      2;       0;     26
1500652-33.2022.8.26.0628; Furto Qualificado; Itapevi                 ; Vara Criminal                                   ; Udo Wolff Dick Appolo Do Amaral                ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500673-40.2021.8.26.0047; Furto Qualificado; Assis                   ; 1ªª Vara Criminal                               ; Adugar Quirino do Nascimento Souza Junior      ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500684-93.2022.8.26.0545; Furto Qualificado; Atibaia                 ; 3ªª Vara Criminal                               ; Leonardo Marzola Colombini                     ; 1 ano 0 mês 0 dia    ; 1 ano 2 mês 0 dia                            ;      1;       0;      0;      1;       2;      0
1500693-45.2021.8.26.0495; Furto Qualificado; Registro                ; 1ª Vara                                         ; Raphael Ernane Neves                           ; 2 ano 8 mês 0 dia    ; 3 ano 1 mês 10 dia                           ;      2;       8;      0;      3;       1;     10
1500700-78.2022.8.26.0082; Furto Qualificado; Boituva                 ; 2ªª Vara                                        ; HELOISA HELENA FRANCHI NOGUEIRA LUCAS          ; 2 ano 8 mês 0 dia    ; 2 ano 8 mês 0 dia                            ;      2;       8;      0;      2;       8;      0
1500721-38.2022.8.26.0540; Furto Qualificado; Mauá                    ; 2ªª Vara Criminal                               ; Paulo Antonio Canali Campanella                ; 1 ano 2 mês 0 dia    ; 1 ano 9 mês 0 dia                            ;      1;       2;      0;      1;       9;      0
1500741-46.2019.8.26.0536; Furto Qualificado; Praia Grande            ; 2ªª Vara Criminal                               ; Antonio Carlos Costa Pessoa Martins            ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500764-48.2020.8.26.0603; Furto Qualificado; Birigui                 ; 2ªª Vara Criminal                               ; Leonardo Lopes Sardinha                        ; 2 ano 4 mês 24 dia   ; 2 ano 0 mês 0 dia                            ;      2;       4;     24;      2;       0;      0
1500785-53.2021.8.26.0291; Furto Qualificado; Jaboticabal             ; Vara Criminal                                   ; Leandro Galluzzi dos Santos                    ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500801-26.2019.8.26.0372; Furto Qualificado; Monte Mor               ; 2ªª Vara                                        ; Rafael Imbrunito Flores                        ; 1 ano 2 mês 0 dia    ; 1 ano 4 mês 10 dia                           ;      1;       2;      0;      1;       4;     10
1500818-49.2018.8.26.0323; Furto Qualificado; Lorena                  ; Vara Criminal                                   ; LUIZ HENRIQUE ANTICO                           ; 2 ano 6 mês 0 dia    ; 2 ano 6 mês 0 dia                            ;      2;       6;      0;      2;       6;      0
1500838-46.2022.8.26.0599; Furto Qualificado; Piracicaba              ; 3ªª Vara Criminal                               ; Rodrigo Pares Andreucci                        ; 2 ano 0 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       0;      0;      2;       0;      0
1500860-29.2020.8.26.0291; Furto Qualificado; Jaboticabal             ; Vara Criminal                                   ; Leandro Galluzzi dos Santos                    ; N/A                  ; N/A                                          ;      0;       0;      0;      0;       0;      0
1500869-03.2021.8.26.0599; Furto Qualificado; Piracicaba              ; 2ªª Vara Criminal                               ; Flavia de Cassia Gonzales de Oliveira          ; 2 ano 4 mês 0 dia    ; 3 ano 1 mês 10 dia                           ;      2;       4;      0;      3;       1;     10
1500887-87.2022.8.26.0599; Furto Qualificado; Piracicaba              ; 3ª Vara Criminal                                ; Rodrigo Pares Andreucci                        ; 2 ano 4 mês 0 dia    ; 2 ano 0 mês 0 dia                            ;      2;       4;      0;      2;       0;      0
1500902-39.2022.8.26.0540; Furto Qualificado; Mauá                    ; 2ªª Vara Criminal                               ; Paulo Antonio Canali Campanella                ; 02 ano 04 mês 0 dia  ; 03 ano 07 mês 16 dia                         ;      2;       4;      0;      3;       7;     16
1500913-44.2022.8.26.0548; Furto Qualificado; Campinas                ; 2ªª Vara Criminal                               ; Abelardo de Azevedo Silveira                   ; 2 ano 4 mês 0 dia    ; 2 ano 4 mês 0 dia                            ;      2;       4;      0;      2;       4;      0
1500937-49.2021.8.26.0567; Furto Qualificado; Sã£o Roque              ; 1ªª Vara Criminal                               ; Flavio Roberto de Carvalho                     ; N/A                  ; 2 ano 4 mês 0 dia                            ;      0;       0;      0;      2;       4;      0
