processo,data,comarca,vara,juiz,reu,classe,assunto,link
0000001-69.2013.8.26.0538,,Santa Cruz das Palmeiras,Vara nica,GUILHERME MARTINS DAMINI,,Ao Penal - Procedimento Ordinrio,Furto,./decisoesTJSP\decisoes\0000001-69.2013.8.26.0538.pdf
